LYLTY_CARD_NBR,LIFESTAGE,PREMIUM_CUSTOMER
13029,MIDAGE SINGLES/COUPLES,Mainstream
13010,MIDAGE SINGLES/COUPLES,Budget
13007,MIDAGE SINGLES/COUPLES,Premium
12355,MIDAGE SINGLES/COUPLES,Mainstream
12351,MIDAGE SINGLES/COUPLES,Mainstream
12346,MIDAGE SINGLES/COUPLES,Premium
12338,MIDAGE SINGLES/COUPLES,Mainstream
12328,MIDAGE SINGLES/COUPLES,Mainstream
12305,MIDAGE SINGLES/COUPLES,Budget
12301,MIDAGE SINGLES/COUPLES,Budget
12285,MIDAGE SINGLES/COUPLES,Mainstream
12280,MIDAGE SINGLES/COUPLES,Mainstream
12246,MIDAGE SINGLES/COUPLES,Premium
12235,MIDAGE SINGLES/COUPLES,Mainstream
12197,MIDAGE SINGLES/COUPLES,Mainstream
12188,MIDAGE SINGLES/COUPLES,Premium
12183,MIDAGE SINGLES/COUPLES,Mainstream
12172,MIDAGE SINGLES/COUPLES,Mainstream
12171,MIDAGE SINGLES/COUPLES,Mainstream
12167,MIDAGE SINGLES/COUPLES,Premium
12153,MIDAGE SINGLES/COUPLES,Mainstream
12152,MIDAGE SINGLES/COUPLES,Mainstream
12149,MIDAGE SINGLES/COUPLES,Mainstream
12117,MIDAGE SINGLES/COUPLES,Mainstream
12102,MIDAGE SINGLES/COUPLES,Mainstream
12092,MIDAGE SINGLES/COUPLES,Mainstream
12090,MIDAGE SINGLES/COUPLES,Mainstream
12077,MIDAGE SINGLES/COUPLES,Mainstream
12075,MIDAGE SINGLES/COUPLES,Mainstream
12072,MIDAGE SINGLES/COUPLES,Premium
12070,MIDAGE SINGLES/COUPLES,Premium
12045,MIDAGE SINGLES/COUPLES,Mainstream
12000,MIDAGE SINGLES/COUPLES,Mainstream
10227,MIDAGE SINGLES/COUPLES,Mainstream
10226,MIDAGE SINGLES/COUPLES,Premium
10210,MIDAGE SINGLES/COUPLES,Mainstream
10207,MIDAGE SINGLES/COUPLES,Mainstream
10204,MIDAGE SINGLES/COUPLES,Premium
10200,MIDAGE SINGLES/COUPLES,Budget
10192,MIDAGE SINGLES/COUPLES,Budget
10189,MIDAGE SINGLES/COUPLES,Mainstream
10161,MIDAGE SINGLES/COUPLES,Budget
10156,MIDAGE SINGLES/COUPLES,Mainstream
10147,MIDAGE SINGLES/COUPLES,Premium
10138,MIDAGE SINGLES/COUPLES,Premium
10118,MIDAGE SINGLES/COUPLES,Budget
10116,MIDAGE SINGLES/COUPLES,Mainstream
10099,MIDAGE SINGLES/COUPLES,Mainstream
10098,MIDAGE SINGLES/COUPLES,Premium
10078,MIDAGE SINGLES/COUPLES,Premium
10074,MIDAGE SINGLES/COUPLES,Mainstream
10071,MIDAGE SINGLES/COUPLES,Mainstream
10069,MIDAGE SINGLES/COUPLES,Premium
10054,MIDAGE SINGLES/COUPLES,Premium
10049,MIDAGE SINGLES/COUPLES,Premium
10029,MIDAGE SINGLES/COUPLES,Premium
10027,MIDAGE SINGLES/COUPLES,Mainstream
10023,MIDAGE SINGLES/COUPLES,Mainstream
10010,MIDAGE SINGLES/COUPLES,Mainstream
10003,MIDAGE SINGLES/COUPLES,Premium
9463,MIDAGE SINGLES/COUPLES,Mainstream
9450,MIDAGE SINGLES/COUPLES,Budget
9428,MIDAGE SINGLES/COUPLES,Mainstream
9420,MIDAGE SINGLES/COUPLES,Budget
9415,MIDAGE SINGLES/COUPLES,Mainstream
9407,MIDAGE SINGLES/COUPLES,Mainstream
9406,MIDAGE SINGLES/COUPLES,Mainstream
9399,MIDAGE SINGLES/COUPLES,Premium
9354,MIDAGE SINGLES/COUPLES,Premium
9352,MIDAGE SINGLES/COUPLES,Premium
9313,MIDAGE SINGLES/COUPLES,Mainstream
9310,MIDAGE SINGLES/COUPLES,Mainstream
9273,MIDAGE SINGLES/COUPLES,Budget
9271,MIDAGE SINGLES/COUPLES,Premium
9268,MIDAGE SINGLES/COUPLES,Budget
9262,MIDAGE SINGLES/COUPLES,Mainstream
9242,MIDAGE SINGLES/COUPLES,Mainstream
9239,MIDAGE SINGLES/COUPLES,Mainstream
9233,MIDAGE SINGLES/COUPLES,Premium
9228,MIDAGE SINGLES/COUPLES,Mainstream
9227,MIDAGE SINGLES/COUPLES,Premium
9211,MIDAGE SINGLES/COUPLES,Budget
9208,MIDAGE SINGLES/COUPLES,Budget
9205,MIDAGE SINGLES/COUPLES,Budget
9186,MIDAGE SINGLES/COUPLES,Premium
9176,MIDAGE SINGLES/COUPLES,Mainstream
9170,MIDAGE SINGLES/COUPLES,Mainstream
9167,MIDAGE SINGLES/COUPLES,Premium
9149,MIDAGE SINGLES/COUPLES,Premium
9141,MIDAGE SINGLES/COUPLES,Premium
9140,MIDAGE SINGLES/COUPLES,Budget
9130,MIDAGE SINGLES/COUPLES,Premium
9101,MIDAGE SINGLES/COUPLES,Budget
9069,MIDAGE SINGLES/COUPLES,Mainstream
9044,MIDAGE SINGLES/COUPLES,Mainstream
9023,MIDAGE SINGLES/COUPLES,Premium
8367,MIDAGE SINGLES/COUPLES,Premium
8358,MIDAGE SINGLES/COUPLES,Premium
8351,MIDAGE SINGLES/COUPLES,Mainstream
8350,MIDAGE SINGLES/COUPLES,Mainstream
8338,MIDAGE SINGLES/COUPLES,Mainstream
8335,MIDAGE SINGLES/COUPLES,Mainstream
8333,MIDAGE SINGLES/COUPLES,Budget
8332,MIDAGE SINGLES/COUPLES,Mainstream
8294,MIDAGE SINGLES/COUPLES,Budget
8293,MIDAGE SINGLES/COUPLES,Mainstream
8291,MIDAGE SINGLES/COUPLES,Budget
8270,MIDAGE SINGLES/COUPLES,Premium
8234,MIDAGE SINGLES/COUPLES,Mainstream
8229,MIDAGE SINGLES/COUPLES,Mainstream
8224,MIDAGE SINGLES/COUPLES,Mainstream
8221,MIDAGE SINGLES/COUPLES,Premium
8208,MIDAGE SINGLES/COUPLES,Mainstream
8149,MIDAGE SINGLES/COUPLES,Mainstream
8143,MIDAGE SINGLES/COUPLES,Mainstream
8118,MIDAGE SINGLES/COUPLES,Premium
8110,MIDAGE SINGLES/COUPLES,Premium
8105,MIDAGE SINGLES/COUPLES,Budget
8092,MIDAGE SINGLES/COUPLES,Budget
8090,MIDAGE SINGLES/COUPLES,Mainstream
8066,MIDAGE SINGLES/COUPLES,Premium
8058,MIDAGE SINGLES/COUPLES,Mainstream
8050,MIDAGE SINGLES/COUPLES,Premium
8046,MIDAGE SINGLES/COUPLES,Mainstream
8033,MIDAGE SINGLES/COUPLES,Mainstream
8032,MIDAGE SINGLES/COUPLES,Mainstream
8007,MIDAGE SINGLES/COUPLES,Mainstream
7364,MIDAGE SINGLES/COUPLES,Budget
7348,MIDAGE SINGLES/COUPLES,Premium
7347,MIDAGE SINGLES/COUPLES,Mainstream
7338,MIDAGE SINGLES/COUPLES,Mainstream
7331,MIDAGE SINGLES/COUPLES,Mainstream
7323,MIDAGE SINGLES/COUPLES,Premium
7320,MIDAGE SINGLES/COUPLES,Premium
7306,MIDAGE SINGLES/COUPLES,Mainstream
7290,MIDAGE SINGLES/COUPLES,Mainstream
7284,MIDAGE SINGLES/COUPLES,Premium
7277,MIDAGE SINGLES/COUPLES,Premium
7265,MIDAGE SINGLES/COUPLES,Mainstream
7264,MIDAGE SINGLES/COUPLES,Mainstream
7254,MIDAGE SINGLES/COUPLES,Mainstream
7250,MIDAGE SINGLES/COUPLES,Mainstream
7244,MIDAGE SINGLES/COUPLES,Premium
7231,MIDAGE SINGLES/COUPLES,Premium
7215,MIDAGE SINGLES/COUPLES,Budget
7173,MIDAGE SINGLES/COUPLES,Budget
7171,MIDAGE SINGLES/COUPLES,Premium
7153,MIDAGE SINGLES/COUPLES,Mainstream
7150,MIDAGE SINGLES/COUPLES,Budget
7136,MIDAGE SINGLES/COUPLES,Premium
7133,MIDAGE SINGLES/COUPLES,Budget
7130,MIDAGE SINGLES/COUPLES,Mainstream
7128,MIDAGE SINGLES/COUPLES,Premium
7119,MIDAGE SINGLES/COUPLES,Mainstream
7115,MIDAGE SINGLES/COUPLES,Mainstream
7093,MIDAGE SINGLES/COUPLES,Mainstream
7085,MIDAGE SINGLES/COUPLES,Mainstream
7084,MIDAGE SINGLES/COUPLES,Budget
7083,MIDAGE SINGLES/COUPLES,Mainstream
7081,MIDAGE SINGLES/COUPLES,Mainstream
7077,MIDAGE SINGLES/COUPLES,Budget
7075,MIDAGE SINGLES/COUPLES,Budget
7068,MIDAGE SINGLES/COUPLES,Premium
7052,MIDAGE SINGLES/COUPLES,Mainstream
7036,MIDAGE SINGLES/COUPLES,Mainstream
7003,MIDAGE SINGLES/COUPLES,Mainstream
6484,MIDAGE SINGLES/COUPLES,Mainstream
6452,MIDAGE SINGLES/COUPLES,Mainstream
6451,MIDAGE SINGLES/COUPLES,Mainstream
6435,MIDAGE SINGLES/COUPLES,Mainstream
6432,MIDAGE SINGLES/COUPLES,Mainstream
6421,MIDAGE SINGLES/COUPLES,Premium
6406,MIDAGE SINGLES/COUPLES,Mainstream
6404,MIDAGE SINGLES/COUPLES,Premium
6399,MIDAGE SINGLES/COUPLES,Mainstream
6382,MIDAGE SINGLES/COUPLES,Budget
6370,MIDAGE SINGLES/COUPLES,Premium
6360,MIDAGE SINGLES/COUPLES,Premium
6342,MIDAGE SINGLES/COUPLES,Premium
6292,MIDAGE SINGLES/COUPLES,Premium
6242,MIDAGE SINGLES/COUPLES,Mainstream
6234,MIDAGE SINGLES/COUPLES,Budget
6192,MIDAGE SINGLES/COUPLES,Premium
6185,MIDAGE SINGLES/COUPLES,Premium
6168,MIDAGE SINGLES/COUPLES,Premium
6166,MIDAGE SINGLES/COUPLES,Premium
6152,MIDAGE SINGLES/COUPLES,Mainstream
6138,MIDAGE SINGLES/COUPLES,Budget
6133,MIDAGE SINGLES/COUPLES,Premium
6119,MIDAGE SINGLES/COUPLES,Budget
6118,MIDAGE SINGLES/COUPLES,Mainstream
6117,MIDAGE SINGLES/COUPLES,Mainstream
6115,MIDAGE SINGLES/COUPLES,Premium
6092,MIDAGE SINGLES/COUPLES,Mainstream
6086,MIDAGE SINGLES/COUPLES,Budget
6063,MIDAGE SINGLES/COUPLES,Premium
6048,MIDAGE SINGLES/COUPLES,Premium
6013,MIDAGE SINGLES/COUPLES,Premium
6005,MIDAGE SINGLES/COUPLES,Budget
5234,MIDAGE SINGLES/COUPLES,Mainstream
5206,MIDAGE SINGLES/COUPLES,Premium
5204,MIDAGE SINGLES/COUPLES,Mainstream
5186,MIDAGE SINGLES/COUPLES,Premium
5184,MIDAGE SINGLES/COUPLES,Mainstream
5175,MIDAGE SINGLES/COUPLES,Premium
5169,MIDAGE SINGLES/COUPLES,Mainstream
5137,MIDAGE SINGLES/COUPLES,Mainstream
5136,MIDAGE SINGLES/COUPLES,Budget
5132,MIDAGE SINGLES/COUPLES,Premium
5130,MIDAGE SINGLES/COUPLES,Mainstream
5128,MIDAGE SINGLES/COUPLES,Mainstream
5126,MIDAGE SINGLES/COUPLES,Premium
5115,MIDAGE SINGLES/COUPLES,Budget
5091,MIDAGE SINGLES/COUPLES,Budget
5050,MIDAGE SINGLES/COUPLES,Budget
5045,MIDAGE SINGLES/COUPLES,Premium
5038,MIDAGE SINGLES/COUPLES,Mainstream
5028,MIDAGE SINGLES/COUPLES,Budget
5026,MIDAGE SINGLES/COUPLES,Budget
5020,MIDAGE SINGLES/COUPLES,Mainstream
5018,MIDAGE SINGLES/COUPLES,Budget
5015,MIDAGE SINGLES/COUPLES,Budget
4379,MIDAGE SINGLES/COUPLES,Premium
4371,MIDAGE SINGLES/COUPLES,Budget
4363,MIDAGE SINGLES/COUPLES,Budget
4348,MIDAGE SINGLES/COUPLES,Mainstream
4342,MIDAGE SINGLES/COUPLES,Premium
4333,MIDAGE SINGLES/COUPLES,Mainstream
4329,MIDAGE SINGLES/COUPLES,Premium
4305,MIDAGE SINGLES/COUPLES,Premium
4291,MIDAGE SINGLES/COUPLES,Mainstream
4289,MIDAGE SINGLES/COUPLES,Mainstream
4269,MIDAGE SINGLES/COUPLES,Premium
4264,MIDAGE SINGLES/COUPLES,Mainstream
4254,MIDAGE SINGLES/COUPLES,Mainstream
4247,MIDAGE SINGLES/COUPLES,Premium
4232,MIDAGE SINGLES/COUPLES,Premium
4229,MIDAGE SINGLES/COUPLES,Premium
4225,MIDAGE SINGLES/COUPLES,Mainstream
4210,MIDAGE SINGLES/COUPLES,Mainstream
4203,MIDAGE SINGLES/COUPLES,Premium
4196,MIDAGE SINGLES/COUPLES,Budget
4187,MIDAGE SINGLES/COUPLES,Mainstream
4175,MIDAGE SINGLES/COUPLES,Premium
4170,MIDAGE SINGLES/COUPLES,Premium
4161,MIDAGE SINGLES/COUPLES,Premium
4152,MIDAGE SINGLES/COUPLES,Mainstream
4149,MIDAGE SINGLES/COUPLES,Budget
4138,MIDAGE SINGLES/COUPLES,Premium
4125,MIDAGE SINGLES/COUPLES,Mainstream
4123,MIDAGE SINGLES/COUPLES,Mainstream
4120,MIDAGE SINGLES/COUPLES,Mainstream
4111,MIDAGE SINGLES/COUPLES,Mainstream
4106,MIDAGE SINGLES/COUPLES,Budget
4074,MIDAGE SINGLES/COUPLES,Budget
4072,MIDAGE SINGLES/COUPLES,Budget
4068,MIDAGE SINGLES/COUPLES,Mainstream
4063,MIDAGE SINGLES/COUPLES,Mainstream
4059,MIDAGE SINGLES/COUPLES,Premium
4054,MIDAGE SINGLES/COUPLES,Mainstream
4049,MIDAGE SINGLES/COUPLES,Premium
4034,MIDAGE SINGLES/COUPLES,Mainstream
4017,MIDAGE SINGLES/COUPLES,Premium
4016,MIDAGE SINGLES/COUPLES,Budget
4010,MIDAGE SINGLES/COUPLES,Mainstream
3349,MIDAGE SINGLES/COUPLES,Budget
3343,MIDAGE SINGLES/COUPLES,Mainstream
3326,MIDAGE SINGLES/COUPLES,Budget
3320,MIDAGE SINGLES/COUPLES,Mainstream
3304,MIDAGE SINGLES/COUPLES,Mainstream
3303,MIDAGE SINGLES/COUPLES,Premium
3299,MIDAGE SINGLES/COUPLES,Mainstream
3294,MIDAGE SINGLES/COUPLES,Mainstream
3292,MIDAGE SINGLES/COUPLES,Premium
3288,MIDAGE SINGLES/COUPLES,Premium
3287,MIDAGE SINGLES/COUPLES,Premium
3279,MIDAGE SINGLES/COUPLES,Mainstream
3273,MIDAGE SINGLES/COUPLES,Mainstream
3247,MIDAGE SINGLES/COUPLES,Mainstream
3245,MIDAGE SINGLES/COUPLES,Premium
3196,MIDAGE SINGLES/COUPLES,Premium
3167,MIDAGE SINGLES/COUPLES,Budget
3164,MIDAGE SINGLES/COUPLES,Budget
3159,MIDAGE SINGLES/COUPLES,Mainstream
3153,MIDAGE SINGLES/COUPLES,Premium
3137,MIDAGE SINGLES/COUPLES,Mainstream
3134,MIDAGE SINGLES/COUPLES,Mainstream
3117,MIDAGE SINGLES/COUPLES,Premium
3115,MIDAGE SINGLES/COUPLES,Mainstream
3114,MIDAGE SINGLES/COUPLES,Mainstream
3094,MIDAGE SINGLES/COUPLES,Mainstream
3052,MIDAGE SINGLES/COUPLES,Mainstream
3042,MIDAGE SINGLES/COUPLES,Premium
3029,MIDAGE SINGLES/COUPLES,Premium
3023,MIDAGE SINGLES/COUPLES,Premium
3020,MIDAGE SINGLES/COUPLES,Premium
3007,MIDAGE SINGLES/COUPLES,Mainstream
2491,MIDAGE SINGLES/COUPLES,Premium
2481,MIDAGE SINGLES/COUPLES,Budget
2454,MIDAGE SINGLES/COUPLES,Budget
2444,MIDAGE SINGLES/COUPLES,Budget
2441,MIDAGE SINGLES/COUPLES,Mainstream
2438,MIDAGE SINGLES/COUPLES,Budget
2426,MIDAGE SINGLES/COUPLES,Budget
2421,MIDAGE SINGLES/COUPLES,Mainstream
2389,MIDAGE SINGLES/COUPLES,Budget
2386,MIDAGE SINGLES/COUPLES,Budget
2384,MIDAGE SINGLES/COUPLES,Mainstream
2382,MIDAGE SINGLES/COUPLES,Premium
2373,MIDAGE SINGLES/COUPLES,Budget
2368,MIDAGE SINGLES/COUPLES,Mainstream
2319,MIDAGE SINGLES/COUPLES,Premium
2313,MIDAGE SINGLES/COUPLES,Premium
2294,MIDAGE SINGLES/COUPLES,Mainstream
2256,MIDAGE SINGLES/COUPLES,Budget
2246,MIDAGE SINGLES/COUPLES,Premium
2232,MIDAGE SINGLES/COUPLES,Mainstream
2231,MIDAGE SINGLES/COUPLES,Premium
2225,MIDAGE SINGLES/COUPLES,Mainstream
2222,MIDAGE SINGLES/COUPLES,Mainstream
2203,MIDAGE SINGLES/COUPLES,Budget
2198,MIDAGE SINGLES/COUPLES,Mainstream
2194,MIDAGE SINGLES/COUPLES,Premium
2139,MIDAGE SINGLES/COUPLES,Premium
2058,MIDAGE SINGLES/COUPLES,Mainstream
2035,MIDAGE SINGLES/COUPLES,Mainstream
2022,MIDAGE SINGLES/COUPLES,Premium
2012,MIDAGE SINGLES/COUPLES,Mainstream
1495,MIDAGE SINGLES/COUPLES,Budget
1491,MIDAGE SINGLES/COUPLES,Budget
1485,MIDAGE SINGLES/COUPLES,Premium
1475,MIDAGE SINGLES/COUPLES,Budget
1451,MIDAGE SINGLES/COUPLES,Mainstream
1422,MIDAGE SINGLES/COUPLES,Mainstream
1418,MIDAGE SINGLES/COUPLES,Premium
1411,MIDAGE SINGLES/COUPLES,Budget
1407,MIDAGE SINGLES/COUPLES,Mainstream
1399,MIDAGE SINGLES/COUPLES,Premium
1396,MIDAGE SINGLES/COUPLES,Premium
1395,MIDAGE SINGLES/COUPLES,Budget
1374,MIDAGE SINGLES/COUPLES,Premium
1366,MIDAGE SINGLES/COUPLES,Premium
1355,MIDAGE SINGLES/COUPLES,Premium
1348,MIDAGE SINGLES/COUPLES,Budget
1343,MIDAGE SINGLES/COUPLES,Budget
1307,MIDAGE SINGLES/COUPLES,Budget
1276,MIDAGE SINGLES/COUPLES,Mainstream
1257,MIDAGE SINGLES/COUPLES,Mainstream
1236,MIDAGE SINGLES/COUPLES,Mainstream
1228,MIDAGE SINGLES/COUPLES,Mainstream
1224,MIDAGE SINGLES/COUPLES,Mainstream
1209,MIDAGE SINGLES/COUPLES,Premium
1184,MIDAGE SINGLES/COUPLES,Budget
1137,MIDAGE SINGLES/COUPLES,Premium
1123,MIDAGE SINGLES/COUPLES,Mainstream
1081,MIDAGE SINGLES/COUPLES,Budget
1065,MIDAGE SINGLES/COUPLES,Premium
1057,MIDAGE SINGLES/COUPLES,Mainstream
1056,MIDAGE SINGLES/COUPLES,Mainstream
1053,MIDAGE SINGLES/COUPLES,Mainstream
1052,MIDAGE SINGLES/COUPLES,Budget
1026,MIDAGE SINGLES/COUPLES,Premium
1023,MIDAGE SINGLES/COUPLES,Premium
1005,MIDAGE SINGLES/COUPLES,Mainstream
272390,NEW FAMILIES,Budget
272318,NEW FAMILIES,Premium
272313,NEW FAMILIES,Premium
272277,NEW FAMILIES,Budget
272275,NEW FAMILIES,Mainstream
272259,NEW FAMILIES,Premium
272144,NEW FAMILIES,Budget
272093,NEW FAMILIES,Mainstream
272040,NEW FAMILIES,Mainstream
272039,NEW FAMILIES,Budget
271236,NEW FAMILIES,Premium
271186,NEW FAMILIES,Budget
271137,NEW FAMILIES,Mainstream
271060,NEW FAMILIES,Mainstream
271033,NEW FAMILIES,Mainstream
270210,NEW FAMILIES,Mainstream
270180,NEW FAMILIES,Premium
270172,NEW FAMILIES,Budget
270112,NEW FAMILIES,Mainstream
269120,NEW FAMILIES,Premium
269080,NEW FAMILIES,Mainstream
269004,NEW FAMILIES,Premium
268444,NEW FAMILIES,Mainstream
268397,NEW FAMILIES,Budget
268394,NEW FAMILIES,Budget
268380,NEW FAMILIES,Premium
268288,NEW FAMILIES,Mainstream
268276,NEW FAMILIES,Mainstream
268209,NEW FAMILIES,Premium
268205,NEW FAMILIES,Mainstream
268175,NEW FAMILIES,Mainstream
268106,NEW FAMILIES,Mainstream
267268,NEW FAMILIES,Budget
267260,NEW FAMILIES,Budget
267254,NEW FAMILIES,Budget
267227,NEW FAMILIES,Budget
266494,NEW FAMILIES,Budget
266442,NEW FAMILIES,Mainstream
266349,NEW FAMILIES,Mainstream
266244,NEW FAMILIES,Mainstream
266225,NEW FAMILIES,Budget
266162,NEW FAMILIES,Mainstream
266115,NEW FAMILIES,Budget
266099,NEW FAMILIES,Premium
265411,NEW FAMILIES,Mainstream
265356,NEW FAMILIES,Mainstream
265312,NEW FAMILIES,Premium
265307,NEW FAMILIES,Budget
265077,NEW FAMILIES,Budget
265048,NEW FAMILIES,Budget
265014,NEW FAMILIES,Premium
264451,NEW FAMILIES,Mainstream
264429,NEW FAMILIES,Budget
264375,NEW FAMILIES,Mainstream
264346,NEW FAMILIES,Premium
264345,NEW FAMILIES,Premium
264247,NEW FAMILIES,Premium
264232,NEW FAMILIES,Mainstream
264157,NEW FAMILIES,Budget
264123,NEW FAMILIES,Budget
264089,NEW FAMILIES,Premium
264060,NEW FAMILIES,Budget
264028,NEW FAMILIES,Budget
264015,NEW FAMILIES,Budget
263248,NEW FAMILIES,Budget
263188,NEW FAMILIES,Premium
263171,NEW FAMILIES,Premium
262239,NEW FAMILIES,Mainstream
262172,NEW FAMILIES,Mainstream
262131,NEW FAMILIES,Budget
262130,NEW FAMILIES,Budget
262087,NEW FAMILIES,Premium
262049,NEW FAMILIES,Budget
261335,NEW FAMILIES,Mainstream
261244,NEW FAMILIES,Budget
261205,NEW FAMILIES,Premium
261182,NEW FAMILIES,Budget
261169,NEW FAMILIES,Budget
261162,NEW FAMILIES,Budget
261141,NEW FAMILIES,Budget
261099,NEW FAMILIES,Mainstream
261022,NEW FAMILIES,Budget
260329,NEW FAMILIES,Budget
260316,NEW FAMILIES,Budget
260291,NEW FAMILIES,Budget
260283,NEW FAMILIES,Premium
260276,NEW FAMILIES,Mainstream
260256,NEW FAMILIES,Budget
260120,NEW FAMILIES,Budget
260119,NEW FAMILIES,Budget
260054,NEW FAMILIES,Budget
260046,NEW FAMILIES,Budget
259204,NEW FAMILIES,Budget
259137,NEW FAMILIES,Mainstream
259126,NEW FAMILIES,Premium
259063,NEW FAMILIES,Mainstream
258289,NEW FAMILIES,Budget
258143,NEW FAMILIES,Mainstream
258083,NEW FAMILIES,Budget
257253,NEW FAMILIES,Mainstream
257229,NEW FAMILIES,Budget
257128,NEW FAMILIES,Mainstream
257103,NEW FAMILIES,Premium
257097,NEW FAMILIES,Mainstream
257085,NEW FAMILIES,Budget
256493,NEW FAMILIES,Budget
256492,NEW FAMILIES,Mainstream
256487,NEW FAMILIES,Budget
256435,NEW FAMILIES,Premium
256398,NEW FAMILIES,Budget
256395,NEW FAMILIES,Budget
256373,NEW FAMILIES,Budget
256343,NEW FAMILIES,Budget
256333,NEW FAMILIES,Budget
256317,NEW FAMILIES,Budget
256292,NEW FAMILIES,Budget
256254,NEW FAMILIES,Premium
256244,NEW FAMILIES,Mainstream
256223,NEW FAMILIES,Mainstream
256184,NEW FAMILIES,Mainstream
256151,NEW FAMILIES,Budget
256148,NEW FAMILIES,Budget
256147,NEW FAMILIES,Budget
256116,NEW FAMILIES,Budget
256099,NEW FAMILIES,Budget
256065,NEW FAMILIES,Budget
256054,NEW FAMILIES,Budget
256022,NEW FAMILIES,Mainstream
255449,NEW FAMILIES,Budget
255380,NEW FAMILIES,Premium
255373,NEW FAMILIES,Budget
255348,NEW FAMILIES,Mainstream
255287,NEW FAMILIES,Budget
255279,NEW FAMILIES,Budget
255257,NEW FAMILIES,Budget
255247,NEW FAMILIES,Premium
255242,NEW FAMILIES,Budget
255191,NEW FAMILIES,Budget
255175,NEW FAMILIES,Budget
255111,NEW FAMILIES,Mainstream
255096,NEW FAMILIES,Mainstream
255059,NEW FAMILIES,Budget
255043,NEW FAMILIES,Budget
255038,NEW FAMILIES,Premium
255019,NEW FAMILIES,Mainstream
254459,NEW FAMILIES,Mainstream
254364,NEW FAMILIES,Mainstream
254355,NEW FAMILIES,Budget
254337,NEW FAMILIES,Budget
254336,NEW FAMILIES,Premium
254264,NEW FAMILIES,Mainstream
254246,NEW FAMILIES,Mainstream
254211,NEW FAMILIES,Budget
254140,NEW FAMILIES,Budget
254139,NEW FAMILIES,Mainstream
254111,NEW FAMILIES,Mainstream
253378,NEW FAMILIES,Mainstream
253292,NEW FAMILIES,Budget
253240,NEW FAMILIES,Premium
253238,NEW FAMILIES,Mainstream
253144,NEW FAMILIES,Premium
253137,NEW FAMILIES,Budget
253131,NEW FAMILIES,Premium
253102,NEW FAMILIES,Budget
253097,NEW FAMILIES,Mainstream
253051,NEW FAMILIES,Mainstream
253050,NEW FAMILIES,Premium
253030,NEW FAMILIES,Mainstream
253017,NEW FAMILIES,Budget
251337,NEW FAMILIES,Budget
251289,NEW FAMILIES,Budget
251235,NEW FAMILIES,Budget
251180,NEW FAMILIES,Mainstream
251141,NEW FAMILIES,Premium
251132,NEW FAMILIES,Budget
251104,NEW FAMILIES,Mainstream
251093,NEW FAMILIES,Budget
251073,NEW FAMILIES,Mainstream
250364,NEW FAMILIES,Budget
250347,NEW FAMILIES,Budget
250338,NEW FAMILIES,Mainstream
250218,NEW FAMILIES,Premium
250210,NEW FAMILIES,Budget
250196,NEW FAMILIES,Budget
250180,NEW FAMILIES,Budget
250154,NEW FAMILIES,Budget
250100,NEW FAMILIES,Mainstream
250090,NEW FAMILIES,Mainstream
250076,NEW FAMILIES,Premium
250042,NEW FAMILIES,Premium
250023,NEW FAMILIES,Mainstream
249413,NEW FAMILIES,Mainstream
249396,NEW FAMILIES,Mainstream
249394,NEW FAMILIES,Premium
249390,NEW FAMILIES,Premium
249380,NEW FAMILIES,Premium
249378,NEW FAMILIES,Premium
249317,NEW FAMILIES,Budget
249277,NEW FAMILIES,Mainstream
249260,NEW FAMILIES,Premium
249259,NEW FAMILIES,Mainstream
249250,NEW FAMILIES,Budget
249158,NEW FAMILIES,Mainstream
249153,NEW FAMILIES,Budget
249135,NEW FAMILIES,Premium
249101,NEW FAMILIES,Budget
249000,NEW FAMILIES,Mainstream
248503,NEW FAMILIES,Premium
248406,NEW FAMILIES,Premium
248385,NEW FAMILIES,Budget
248321,NEW FAMILIES,Budget
248315,NEW FAMILIES,Premium
248308,NEW FAMILIES,Budget
248271,NEW FAMILIES,Budget
248269,NEW FAMILIES,Mainstream
248247,NEW FAMILIES,Budget
248164,NEW FAMILIES,Mainstream
248160,NEW FAMILIES,Budget
248124,NEW FAMILIES,Mainstream
247164,NEW FAMILIES,Mainstream
247130,NEW FAMILIES,Mainstream
247110,NEW FAMILIES,Premium
247107,NEW FAMILIES,Premium
247043,NEW FAMILIES,Mainstream
246387,NEW FAMILIES,Budget
246321,NEW FAMILIES,Premium
246313,NEW FAMILIES,Mainstream
246288,NEW FAMILIES,Budget
246223,NEW FAMILIES,Budget
246213,NEW FAMILIES,Budget
246146,NEW FAMILIES,Mainstream
246138,NEW FAMILIES,Budget
246061,NEW FAMILIES,Mainstream
246056,NEW FAMILIES,Budget
245364,NEW FAMILIES,Mainstream
245356,NEW FAMILIES,Mainstream
245349,NEW FAMILIES,Budget
245234,NEW FAMILIES,Premium
245221,NEW FAMILIES,Premium
245215,NEW FAMILIES,Budget
245211,NEW FAMILIES,Budget
245210,NEW FAMILIES,Budget
245195,NEW FAMILIES,Premium
245193,NEW FAMILIES,Budget
245185,NEW FAMILIES,Budget
245118,NEW FAMILIES,Budget
245081,NEW FAMILIES,Premium
245062,NEW FAMILIES,Mainstream
245059,NEW FAMILIES,Budget
245021,NEW FAMILIES,Premium
244496,NEW FAMILIES,Premium
244302,NEW FAMILIES,Budget
243508,NEW FAMILIES,Budget
243492,NEW FAMILIES,Budget
243474,NEW FAMILIES,Premium
243463,NEW FAMILIES,Budget
